method,metric,tau,protocol_1,protocol_2,folds,n,delta,delta_ci_lo,delta_ci_hi,W,p_wilcoxon,p_perm,r_rb,direction,n_boot,perm_exact,p_wilcoxon_holm,p_perm_holm,sig,sig_perm,concordant,flag,p_raw,p_holm,mean_delta
baseline,BA,0.0,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.07100380323277233,-0.08678581369040736,-0.056318857494061944,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.07100380323277233
baseline,BA,0.0,S,A,"0,1,2,3,4,5,6,7,8,9",10,-0.014960422214309455,-0.0314501004722077,0.001298323906616901,13.0,0.16015625,0.12890625,-0.5272727272727273,-1,10000,True,0.26171875,0.21484375,n.s.,n.s.,True,,0.16015625,0.26171875,-0.014960422214309455
baseline,BA,0.0,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.0907206827741429,-0.1065367763514965,-0.0728425863355488,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.0907206827741429
baseline,BA,0.0,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.05604338101846288,0.03315849825673216,0.08057974722249621,1.0,0.00390625,0.00390625,0.9636363636363636,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.00390625,0.01171875,0.05604338101846288
baseline,BA,0.0,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.01971687954137057,-0.040141882111339434,0.0001589380505672219,12.0,0.130859375,0.107421875,-0.5636363636363637,-1,10000,True,0.26171875,0.21484375,n.s.,n.s.,True,,0.130859375,0.26171875,-0.01971687954137057
baseline,BA,0.0,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.07576026055983345,-0.09258409590379876,-0.060096160738050866,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.07576026055983345
baseline,BA,0.1,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.07542854009244143,-0.10527601729945146,-0.04637381968901858,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.07542854009244143
baseline,BA,0.1,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.00949554313235267,-0.006414059017098516,0.02699890488672689,18.0,0.375,0.318359375,0.34545454545454546,1,10000,True,0.375,0.318359375,n.s.,n.s.,True,,0.375,0.375,0.00949554313235267
baseline,BA,0.1,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.05424365886680334,-0.08244214419603169,-0.029382121957116734,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.00390625,0.01171875,-0.05424365886680334
baseline,BA,0.1,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.0849240832247941,0.06241873726374121,0.10685003259045911,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.0849240832247941
baseline,BA,0.1,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.021184881225638098,0.001196465307690675,0.04188214713422968,12.0,0.130859375,0.087890625,0.5636363636363637,1,10000,True,0.26171875,0.17578125,n.s.,n.s.,True,,0.130859375,0.26171875,0.021184881225638098
baseline,BA,0.1,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.063739201999156,-0.08226620501657836,-0.045582187667773784,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.063739201999156
baseline,BA,0.2,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.08288158958087362,-0.10866748876783282,-0.05711068748533049,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.08288158958087362
baseline,BA,0.2,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.004933078247783223,-0.010503293276521088,0.021429261398938682,21.0,0.556640625,0.572265625,0.23636363636363633,1,10000,True,1.0,1.0,n.s.,n.s.,True,,0.556640625,1.0,0.004933078247783223
baseline,BA,0.2,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.07871349318158627,-0.10029457207227269,-0.05516188322318155,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.07871349318158627
baseline,BA,0.2,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.08781466782865685,0.06814556444724265,0.10693787129444011,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.08781466782865685
baseline,BA,0.2,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.004168096399287358,-0.015188371000060638,0.02320263270711055,23.0,0.6953125,0.6875,0.1636363636363637,1,10000,True,1.0,1.0,n.s.,n.s.,True,,0.6953125,1.0,0.004168096399287358
baseline,BA,0.2,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.08364657142936949,-0.10569257267370721,-0.06407087718127058,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.08364657142936949
baseline,BA,0.3,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.06463096903196891,-0.07590035207595543,-0.05458807150445729,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.06463096903196891
baseline,BA,0.3,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.015869829372462535,-0.0005308790415393859,0.03258058156220467,13.0,0.16015625,0.107421875,0.5272727272727273,1,10000,True,0.16015625,0.107421875,n.s.,n.s.,True,,0.16015625,0.16015625,0.015869829372462535
baseline,BA,0.3,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.03453487425627948,-0.049298037912010796,-0.019589436192878174,2.0,0.005859375,0.005859375,-0.9272727272727272,-1,10000,True,0.017578125,0.017578125,-*,-*,True,,0.005859375,0.017578125,-0.03453487425627948
baseline,BA,0.3,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.08050079840443145,0.06136578213855485,0.10069127518926745,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.08050079840443145
baseline,BA,0.3,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.030096094775689426,0.007770652317100427,0.05139391569078684,8.0,0.048828125,0.03515625,0.7090909090909091,1,10000,True,0.09765625,0.0703125,n.s.,n.s.,True,,0.048828125,0.09765625,0.030096094775689426
baseline,BA,0.3,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.05040470362874201,-0.06999369258204496,-0.030294238861097604,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.05040470362874201
baseline,BA,0.4,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.06250886067341667,-0.09697158136948464,-0.026074738419648778,4.0,0.013671875,0.013671875,-0.8545454545454545,-1,10000,True,0.0546875,0.0546875,n.s.,n.s.,True,,0.013671875,0.0546875,-0.06250886067341667
baseline,BA,0.4,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.025176838525813965,-0.012015903773404522,0.06090817452947286,13.0,0.16015625,0.228515625,0.5272727272727273,1,10000,True,0.16015625,0.228515625,n.s.,n.s.,True,,0.16015625,0.16015625,0.025176838525813965
baseline,BA,0.4,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.04140370760216191,-0.0727542739889483,-0.011294597272272378,7.0,0.037109375,0.033203125,-0.7454545454545455,-1,10000,True,0.111328125,0.099609375,n.s.,n.s.,True,,0.037109375,0.111328125,-0.04140370760216191
baseline,BA,0.4,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.08768569919923065,0.06122513163426876,0.11540713925544047,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.08768569919923065
baseline,BA,0.4,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.02110515307125476,0.002436705644031555,0.03751099242630593,8.0,0.048828125,0.060546875,0.7090909090909091,1,10000,True,0.111328125,0.12109375,n.s.,n.s.,True,,0.048828125,0.111328125,0.02110515307125476
baseline,BA,0.4,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.06658054612797587,-0.08929776622519627,-0.04914795052801887,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.06658054612797587
baseline,BA,0.5,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.05866648583564262,-0.07556973210163767,-0.03984978614330313,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.01953125,0.01953125,-*,-*,True,,0.00390625,0.01953125,-0.05866648583564262
baseline,BA,0.5,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.008249907743011676,-0.0027837701656725834,0.019330782417899532,15.0,0.232421875,0.193359375,0.4545454545454546,1,10000,True,0.38671875,0.193359375,n.s.,n.s.,True,,0.232421875,0.38671875,0.008249907743011676
baseline,BA,0.5,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.03075056111412864,-0.05575464918462434,-0.005554851099341033,11.0,0.10546875,0.0625,-0.6,-1,10000,True,0.31640625,0.1875,n.s.,n.s.,True,,0.10546875,0.31640625,-0.03075056111412864
baseline,BA,0.5,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.06691639357865431,0.05025799516398964,0.08418037598709169,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.06691639357865431
baseline,BA,0.5,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.027915924721513986,2.6607976640103013e-05,0.05525902005266513,14.0,0.193359375,0.091796875,0.49090909090909096,1,10000,True,0.38671875,0.1875,n.s.,n.s.,True,,0.193359375,0.38671875,0.027915924721513986
baseline,BA,0.5,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.039000468857140314,-0.06487776054048484,-0.014602143322225456,5.0,0.01953125,0.017578125,-0.8181818181818181,-1,10000,True,0.078125,0.0703125,n.s.,n.s.,True,,0.01953125,0.078125,-0.039000468857140314
baseline,MacroF1,0.0,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.11543794360912119,-0.14055936563668892,-0.09379977302044487,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.11543794360912119
baseline,MacroF1,0.0,S,A,"0,1,2,3,4,5,6,7,8,9",10,-0.0056715086935212825,-0.01179781665179038,-0.00012526389406908873,13.0,0.16015625,0.10546875,-0.5272727272727273,-1,10000,True,0.2109375,0.2109375,n.s.,n.s.,True,,0.16015625,0.2109375,-0.0056715086935212825
baseline,MacroF1,0.0,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.13457771663501703,-0.15258204286921265,-0.11916411518800114,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.13457771663501703
baseline,MacroF1,0.0,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.10976643491559987,0.08843752469746283,0.134977411707636,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.10976643491559987
baseline,MacroF1,0.0,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.01913977302589585,-0.037477302189366256,0.0021320921028391998,11.0,0.10546875,0.12109375,-0.6,-1,10000,True,0.2109375,0.2109375,n.s.,n.s.,True,,0.10546875,0.2109375,-0.01913977302589585
baseline,MacroF1,0.0,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.12890620794149577,-0.14690508142511632,-0.11224054329618462,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.12890620794149577
baseline,MacroF1,0.1,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.08193830273378723,-0.0968371584775704,-0.06688381975645616,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.08193830273378723
baseline,MacroF1,0.1,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.008441154292370853,-7.186849819419138e-05,0.017510653161595224,12.0,0.130859375,0.119140625,0.5636363636363637,1,10000,True,0.130859375,0.119140625,n.s.,n.s.,True,,0.130859375,0.130859375,0.008441154292370853
baseline,MacroF1,0.1,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.0502633534877799,-0.059189285997513136,-0.04089576691208297,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.0502633534877799
baseline,MacroF1,0.1,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.09037945702615809,0.08052751885256867,0.100032194578916,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.09037945702615809
baseline,MacroF1,0.1,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.03167494924600733,0.02082500035680535,0.04299359870155467,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.03167494924600733
baseline,MacroF1,0.1,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.05870450778015075,-0.06797648178110724,-0.05017239529974472,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.05870450778015075
baseline,MacroF1,0.2,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.08371189924747902,-0.09185821881145302,-0.07569822766847284,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.08371189924747902
baseline,MacroF1,0.2,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.0010438855368136047,-0.005883891770985727,0.00817522166795988,26.0,0.921875,0.79296875,0.054545454545454564,1,10000,True,0.921875,0.79296875,n.s.,n.s.,True,,0.921875,0.921875,0.0010438855368136047
baseline,MacroF1,0.2,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.05275196888811702,-0.06069357110056151,-0.044151634594960645,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.05275196888811702
baseline,MacroF1,0.2,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.08475578478429263,0.0788328181964919,0.08991397780632808,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.08475578478429263
baseline,MacroF1,0.2,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.030959930359362,0.024313974501000448,0.038552936207746774,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.030959930359362
baseline,MacroF1,0.2,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.05379585442493062,-0.06129691420175703,-0.04635048664040514,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.05379585442493062
baseline,MacroF1,0.3,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.06628190336804635,-0.07446200939257727,-0.05608540443442794,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.06628190336804635
baseline,MacroF1,0.3,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.012199088656599206,0.0048216917400392325,0.018978025326203764,7.0,0.037109375,0.0234375,0.7454545454545455,1,10000,True,0.037109375,0.0234375,+*,+*,True,,0.037109375,0.037109375,0.012199088656599206
baseline,MacroF1,0.3,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.031335388227600416,-0.03668400390319725,-0.026012718686815213,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.031335388227600416
baseline,MacroF1,0.3,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.07848099202464556,0.06409171414855006,0.09044781845084109,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.07848099202464556
baseline,MacroF1,0.3,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.034946515140445944,0.022905196394226408,0.04467768262409951,1.0,0.00390625,0.00390625,0.9636363636363636,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.00390625,0.01171875,0.034946515140445944
baseline,MacroF1,0.3,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.04353447688419961,-0.05165194482042821,-0.03506543004357743,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.04353447688419961
baseline,MacroF1,0.4,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.0648632275469819,-0.07835305450688825,-0.05041166584413817,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.0648632275469819
baseline,MacroF1,0.4,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.011122741781786214,0.0016548998329386844,0.020777280919762345,10.0,0.083984375,0.06640625,0.6363636363636364,1,10000,True,0.083984375,0.06640625,n.s.,n.s.,True,,0.083984375,0.083984375,0.011122741781786214
baseline,MacroF1,0.4,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.035527516304206794,-0.04718271934541408,-0.02556021576743398,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.035527516304206794
baseline,MacroF1,0.4,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.07598596932876812,0.05963254484027882,0.08940863809375893,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.07598596932876812
baseline,MacroF1,0.4,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.02933571124277511,0.018191032434602652,0.03907671423637786,1.0,0.00390625,0.00390625,0.9636363636363636,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.00390625,0.01171875,0.02933571124277511
baseline,MacroF1,0.4,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.04665025808599301,-0.055449632857260005,-0.03730842037258751,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.04665025808599301
baseline,MacroF1,0.5,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.07693982322924783,-0.08616330460550004,-0.06788313600332416,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.07693982322924783
baseline,MacroF1,0.5,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.0057705052255767,-0.00027127997400589246,0.011174252280923693,10.0,0.083984375,0.08984375,0.6363636363636364,1,10000,True,0.083984375,0.08984375,n.s.,n.s.,True,,0.083984375,0.083984375,0.0057705052255767
baseline,MacroF1,0.5,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.03540027860236731,-0.04648506561127858,-0.023404810142111068,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.03540027860236731
baseline,MacroF1,0.5,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.08271032845482454,0.07418681768781601,0.0910895087713853,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.08271032845482454
baseline,MacroF1,0.5,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.04153954462688052,0.026855772225254433,0.05537580580996952,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.04153954462688052
baseline,MacroF1,0.5,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.041170783827944014,-0.05230760793587178,-0.02966644238386152,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.041170783827944014
baseline,MacroAUC,0.0,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.03989111566445491,-0.04794201095940062,-0.03309313971594581,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.03989111566445491
baseline,MacroAUC,0.0,S,A,"0,1,2,3,4,5,6,7,8,9",10,-0.0037852352114076003,-0.008657984147591105,0.0010904753194859041,16.0,0.275390625,0.185546875,-0.4181818181818182,-1,10000,True,0.275390625,0.185546875,n.s.,n.s.,True,,0.275390625,0.275390625,-0.0037852352114076003
baseline,MacroAUC,0.0,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.048419726457895454,-0.0559503245663875,-0.04069706866983293,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.048419726457895454
baseline,MacroAUC,0.0,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.036105880453047315,0.028082640270315068,0.045431318236132355,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.036105880453047315
baseline,MacroAUC,0.0,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.008528610793440538,-0.01480151863664255,-0.0026324874733653623,6.0,0.02734375,0.021484375,-0.7818181818181819,-1,10000,True,0.0546875,0.04296875,n.s.,-*,False,!,0.02734375,0.0546875,-0.008528610793440538
baseline,MacroAUC,0.0,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.04463449124648785,-0.0530938465323484,-0.03558465892565649,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.04463449124648785
baseline,MacroAUC,0.1,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.044021708436775234,-0.05357518596747507,-0.03619956914111798,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.044021708436775234
baseline,MacroAUC,0.1,S,A,"0,1,2,3,4,5,6,7,8,9",10,-0.00010028473060130771,-0.005401532783489526,0.00621913736819308,22.0,0.625,0.978515625,-0.19999999999999996,-1,10000,True,0.625,0.978515625,n.s.,n.s.,True,,0.625,0.625,-0.00010028473060130771
baseline,MacroAUC,0.1,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.03466850278073473,-0.04235012908424482,-0.027011963958329305,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.03466850278073473
baseline,MacroAUC,0.1,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.043921423706173926,0.03704329892595077,0.05119201334249618,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.043921423706173926
baseline,MacroAUC,0.1,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.009353205656040498,0.0037899592925952404,0.014747662062001432,4.0,0.013671875,0.015625,0.8545454545454545,1,10000,True,0.02734375,0.03125,+*,+*,True,,0.013671875,0.02734375,0.009353205656040498
baseline,MacroAUC,0.1,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.03456821805013342,-0.04337419722577595,-0.02552215874595431,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.03456821805013342
baseline,MacroAUC,0.2,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.04491208096725311,-0.0556164502793988,-0.03532725196543312,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.04491208096725311
baseline,MacroAUC,0.2,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.005994854574352304,-0.000750399322426878,0.013417828011666463,14.0,0.193359375,0.158203125,0.49090909090909096,1,10000,True,0.193359375,0.158203125,n.s.,n.s.,True,,0.193359375,0.193359375,0.005994854574352304
baseline,MacroAUC,0.2,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.03526076183535676,-0.04470994486360975,-0.027552830227740768,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.03526076183535676
baseline,MacroAUC,0.2,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.050906935541605414,0.04211212066032993,0.06142875844896551,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.050906935541605414
baseline,MacroAUC,0.2,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.009651319131896352,0.002948823112151586,0.016740635687813282,6.0,0.02734375,0.02734375,0.7818181818181819,1,10000,True,0.0546875,0.0546875,n.s.,n.s.,True,,0.02734375,0.0546875,0.009651319131896352
baseline,MacroAUC,0.2,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.04125561640970906,-0.051316580932366615,-0.03072981333437528,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.04125561640970906
baseline,MacroAUC,0.3,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.02856029251763146,-0.03854874882103028,-0.01917970736105361,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.02856029251763146
baseline,MacroAUC,0.3,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.006495273913315391,0.0018995022010857383,0.011808537429329701,6.0,0.02734375,0.0234375,0.7818181818181819,1,10000,True,0.08203125,0.0703125,n.s.,n.s.,True,,0.02734375,0.08203125,0.006495273913315391
baseline,MacroAUC,0.3,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.011063784732289517,-0.019015544135568177,-0.002598266117277081,7.0,0.037109375,0.03125,-0.7454545454545455,-1,10000,True,0.08203125,0.0703125,n.s.,n.s.,True,,0.037109375,0.08203125,-0.011063784732289517
baseline,MacroAUC,0.3,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.03505556643094685,0.02481403526563851,0.045604425125004754,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.03505556643094685
baseline,MacroAUC,0.3,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.017496507785341942,0.004465513517381975,0.029708462187402505,7.0,0.037109375,0.037109375,0.7454545454545455,1,10000,True,0.08203125,0.0703125,n.s.,n.s.,True,,0.037109375,0.08203125,0.017496507785341942
baseline,MacroAUC,0.3,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.01755905864560491,-0.02625123301905848,-0.008162054532062264,4.0,0.013671875,0.01171875,-0.8545454545454545,-1,10000,True,0.0546875,0.046875,n.s.,-*,False,!,0.013671875,0.0546875,-0.01755905864560491
